"region";"varuslag";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017"
"0140 Nykvarn";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";0.1;1.1;1.4;0.7;0.5;0.5;0.7;0.4;0.4;1.0;0.2;0.1;0.1;0.1;0.2;0.1;0.1
"0140 Nykvarn";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0140 Nykvarn";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0140 Nykvarn";"Eldningsolja nr 2-5";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"0140 Nykvarn";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"0140 Nykvarn";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0140 Nykvarn";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0160 T�by";"motorbensin";42.5;41.4;41.6;39.1;41.1;43.1;46.3;42.3;34.2;30.6;28.7;30.4;30.8;28.9;28.3;25.4;24.3
"0160 T�by";"dieselbr�nsle";9.9;10.3;10.8;12.2;12.5;13.6;19.7;16.9;17.4;18.8;21.8;25.5;24.1;25.3;28.2;29.0;30.1
"0160 T�by";"etanol";..;..;..;..;..;..;..;..;..;..;2.8;2.7;4.0;3.4;2.7;..;0.2
"0160 T�by";"E85";..;..;..;..;..;..;..;3.0;2.0;2.2;..;..;..;..;..;..;..
"0160 T�by";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"0160 T�by";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1.2;0.4
"0160 T�by";"eldningsolja nr 1";14.9;16.1;15.1;12.6;10.0;10.7;8.7;5.2;8.7;6.5;6.4;4.3;4.0;3.1;2.9;2.7;2.4
"0160 T�by";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";14.5;15.8;14.5;11.7;9.3;10.2;8.4;4.2;7.2;4.9;4.2;2.6;2.3;1.8;1.5;1.6;1.3
"0160 T�by";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0160 T�by";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0160 T�by";"Eldningsolja nr 2-5";0.9;0.2;0.2;0.1;0.1;0.1;0.1;..;..;..;..;..;..;..;..;0.0;..
"0160 T�by";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.4;0.2;0.2;0.1;0.1;0.1;0.1;..;..;..;..;..;..;..;..;0.0;..
"0160 T�by";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.0;0.1;0.1;0.0;0.0;0.0;..;..;0.0;..
"0160 T�by";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.1;0.1;0.0;0.0;0.0;..;..;0.0;..
"0162 Danderyd";"motorbensin";13.7;15.0;14.7;14.7;15.2;14.9;12.3;11.0;10.5;10.2;9.2;7.9;7.2;6.8;7.0;6.9;6.5
"0162 Danderyd";"dieselbr�nsle";7.5;7.1;7.4;7.0;4.5;3.7;2.5;2.9;3.1;4.2;4.6;5.0;5.4;6.0;6.9;7.6;7.7
"0162 Danderyd";"etanol";..;..;..;..;..;..;..;..;..;..;0.7;0.5;0.3;0.2;0.1;0.1;0.1
"0162 Danderyd";"E85";..;..;..;..;..;..;..;0.9;0.8;0.8;..;..;..;..;..;..;..
"0162 Danderyd";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"0162 Danderyd";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;0.0
"0162 Danderyd";"eldningsolja nr 1";17.1;16.1;14.1;11.5;10.0;9.8;6.2;4.3;4.1;4.0;2.0;1.5;1.6;1.3;1.3;1.1;0.7
"0162 Danderyd";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";16.5;15.8;13.6;11.1;9.6;9.4;6.2;3.5;2.9;3.4;1.5;1.0;1.1;0.8;0.8;0.8;0.7
"0162 Danderyd";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0162 Danderyd";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0162 Danderyd";"Eldningsolja nr 2-5";0.4;0.1;0.3;0.1;0.1;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"0162 Danderyd";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.4;0.1;0.3;0.1;0.1;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"0162 Danderyd";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0162 Danderyd";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0163 Sollentuna";"motorbensin";33.8;33.5;33.7;31.2;27.4;27.9;27.9;27.7;26.2;29.5;25.8;22.4;20.6;19.4;18.9;18.2;17.3
"0163 Sollentuna";"dieselbr�nsle";8.1;8.2;8.6;9.1;10.4;10.5;13.6;13.1;14.7;16.9;20.2;18.6;19.2;19.7;21.5;24.6;26.7
"0163 Sollentuna";"etanol";..;..;..;..;..;..;..;..;..;..;2.0;1.4;0.7;0.6;0.4;0.2;0.2
"0163 Sollentuna";"E85";..;..;..;..;..;..;..;2.4;2.0;2.1;..;..;..;..;..;..;..
"0163 Sollentuna";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"0163 Sollentuna";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1.3;2.3
"0163 Sollentuna";"eldningsolja nr 1";8.8;8.0;7.0;5.1;4.2;3.9;2.3;1.7;2.5;1.4;0.6;0.5;0.5;0.4;0.4;0.7;0.4
"0163 Sollentuna";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";8.6;7.8;6.9;5.0;4.2;3.8;1.9;1.4;2.4;1.3;0.6;0.5;0.4;0.4;0.4;0.3;0.3
"0163 Sollentuna";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.0;0.0;0.1;0.0;0.0;0.0;..;..;0.0;..
"0163 Sollentuna";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0163 Sollentuna";"Eldningsolja nr 2-5";1.4;1.3;1.4;1.4;1.8;1.9;1.3;..;..;..;..;..;..;..;..;0.0;..
"0163 Sollentuna";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";1.4;1.2;0.0;0.0;1.6;1.8;1.2;..;..;..;..;..;..;..;..;0.0;..
"0163 Sollentuna";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;1.5;1.4;1.5;1.3;1.3;1.2;1.2;1.2;0.0;..
"0163 Sollentuna";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.1;0.1;0.0;0.0;0.0;..;..;0.0;..
"0180 Stockholm";"motorbensin";307.5;307.8;314.7;371.5;320.1;322.4;303.6;251.8;237.4;304.2;177.6;150.7;147.7;150.0;143.6;135.1;127.9
"0180 Stockholm";"dieselbr�nsle";160.9;165.7;177.2;184.6;195.3;189.0;184.2;207.7;184.6;148.3;175.3;158.4;185.5;184.0;197.0;245.7;204.5
"0180 Stockholm";"etanol";..;..;..;..;..;..;..;..;..;..;16.7;18.6;35.0;17.7;15.2;7.1;..
"0180 Stockholm";"E85";..;..;..;..;..;..;..;18.4;16.6;14.5;..;..;..;..;..;..;..
"0180 Stockholm";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1.0;..
"0180 Stockholm";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;11.6;24.0
"0180 Stockholm";"eldningsolja nr 1";231.9;250.0;295.7;129.9;95.4;105.9;104.6;68.6;69.0;127.6;74.0;40.6;44.5;98.1;113.6;78.7;50.2
"0180 Stockholm";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";208.3;171.4;153.0;110.7;90.0;101.0;97.0;59.0;60.9;56.0;40.0;36.8;39.1;93.2;110.1;56.3;47.0
"0180 Stockholm";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;1.0;11.4;22.1;59.4;28.4;4.9;2.5;..;0.0;..
"0180 Stockholm";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.4;6.4;17.1;55.2;25.6;0.0;..;..;0.0;..
"0180 Stockholm";"Eldningsolja nr 2-5";231.1;231.9;341.4;100.1;118.0;104.3;167.1;..;..;..;..;..;..;..;..;0.0;..
"0180 Stockholm";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";21.9;18.5;22.1;15.0;25.6;24.2;35.0;..;..;..;..;..;..;..;..;0.0;..
"0180 Stockholm";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;157.2;219.8;185.2;138.2;76.1;93.7;..;..;40.0;..
"0180 Stockholm";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;58.1;38.9;37.0;46.7;35.0;42.7;39.2;15.9;18.5;..
"0181 S�dert�lje";"motorbensin";52.5;52.0;51.5;51.6;57.8;59.3;58.4;53.9;51.0;49.0;43.8;42.6;41.7;39.3;38.4;36.3;34.6
"0181 S�dert�lje";"dieselbr�nsle";44.2;52.5;57.3;63.2;60.5;63.7;34.7;38.0;45.6;50.6;52.9;55.1;53.8;57.3;61.6;60.5;60.9
"0181 S�dert�lje";"etanol";..;..;..;..;..;..;..;..;..;..;17.0;3.8;3.3;3.2;2.6;1.1;1.0
"0181 S�dert�lje";"E85";..;..;..;..;..;..;..;2.8;2.0;2.2;..;..;..;..;..;..;..
"0181 S�dert�lje";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2.2;..
"0181 S�dert�lje";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1.7;3.8
"0181 S�dert�lje";"eldningsolja nr 1";12.1;14.9;22.1;21.5;18.6;16.9;16.0;11.8;8.1;14.4;6.9;2.8;3.1;3.2;5.1;15.6;3.5
"0181 S�dert�lje";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";11.3;11.7;12.4;11.1;8.8;8.2;7.6;7.0;6.0;9.1;5.5;1.4;1.8;1.6;3.2;14.8;2.1
"0181 S�dert�lje";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.9;1.0;0.9;0.5;0.4;0.1;0.1;..;0.0;..
"0181 S�dert�lje";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.5;0.5;0.4;0.5;0.4;0.1;0.1;..;0.0;..
"0181 S�dert�lje";"Eldningsolja nr 2-5";22.3;19.0;36.1;15.6;15.2;19.3;16.4;..;..;..;..;..;..;..;..;0.0;..
"0181 S�dert�lje";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";5.6;4.8;5.1;4.2;4.2;4.3;1.3;..;..;..;..;..;..;..;..;0.0;..
"0181 S�dert�lje";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;1.8;7.6;14.5;8.9;0.1;4.7;0.1;0.6;0.0;..
"0181 S�dert�lje";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.2;0.9;1.2;0.0;0.1;0.6;0.1;0.6;0.0;..
"0182 Nacka";"motorbensin";49.9;49.3;49.5;48.4;50.4;50.6;42.0;39.7;37.1;34.6;32.0;29.4;27.7;25.9;24.7;23.5;22.7
"0182 Nacka";"dieselbr�nsle";14.4;14.9;13.2;13.1;12.7;12.0;21.3;22.9;21.1;29.8;27.8;29.0;29.6;29.6;30.7;32.7;34.1
"0182 Nacka";"etanol";..;..;..;..;..;..;..;..;..;..;3.8;1.8;3.3;3.7;4.8;2.1;0.3
"0182 Nacka";"E85";..;..;..;..;..;..;..;2.8;2.3;2.3;..;..;..;..;..;..;..
"0182 Nacka";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"0182 Nacka";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;6.1
"0182 Nacka";"eldningsolja nr 1";33.7;35.7;36.3;28.5;24.8;22.9;9.8;8.1;8.8;10.2;15.0;21.9;17.6;11.2;5.9;4.8;5.0
"0182 Nacka";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";29.9;32.3;33.0;25.8;22.1;20.5;9.3;6.4;8.3;9.5;14.8;20.8;17.6;11.1;5.8;4.7;5.0
"0182 Nacka";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.0;0.0;0.3;0.2;0.0;0.0;..;..;0.0;..
"0182 Nacka";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0182 Nacka";"Eldningsolja nr 2-5";1.9;1.1;3.0;0.9;1.6;1.6;0.2;..;..;..;..;..;..;..;..;0.0;..
"0182 Nacka";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.2;0.7;2.5;0.6;0.7;0.7;0.0;..;..;..;..;..;..;..;..;0.0;..
"0182 Nacka";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.0;0.0;0.1;0.0;0.0;0.0;..;..;0.0;..
"0182 Nacka";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0183 Sundbyberg";"motorbensin";20.7;20.5;20.0;20.3;18.3;19.5;17.0;16.3;11.6;11.5;105.7;10.2;9.2;9.2;9.7;8.6;5.8
"0183 Sundbyberg";"dieselbr�nsle";6.8;6.7;7.5;8.9;9.3;9.6;14.1;13.8;12.5;13.5;98.3;5.8;5.1;5.9;7.1;7.3;6.4
"0183 Sundbyberg";"etanol";..;..;..;..;..;..;..;..;..;..;6.2;5.8;4.3;..;..;..;0.1
"0183 Sundbyberg";"E85";..;..;..;..;..;..;..;0.8;0.6;0.6;..;..;..;..;..;..;..
"0183 Sundbyberg";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"0183 Sundbyberg";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;0.0
"0183 Sundbyberg";"eldningsolja nr 1";3.5;2.7;2.1;1.5;1.2;1.4;0.9;0.8;0.9;3.4;0.5;0.3;0.3;0.3;0.3;1.4;0.3
"0183 Sundbyberg";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";3.5;2.6;2.1;1.5;1.2;1.4;0.9;0.6;0.6;3.1;0.5;0.3;0.3;0.3;0.3;1.4;0.3
"0183 Sundbyberg";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0183 Sundbyberg";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0183 Sundbyberg";"Eldningsolja nr 2-5";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"0183 Sundbyberg";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"0183 Sundbyberg";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0183 Sundbyberg";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0184 Solna";"motorbensin";39.4;38.9;38.2;38.9;37.9;45.1;42.6;43.0;38.8;32.6;28.1;23.4;25.1;23.2;22.9;19.0;18.4
"0184 Solna";"dieselbr�nsle";6.8;6.8;7.4;7.8;11.6;12.4;73.7;74.9;65.3;71.0;71.4;65.4;58.7;50.5;46.5;40.2;43.0
"0184 Solna";"etanol";..;..;..;..;..;..;..;..;..;..;2.7;1.7;1.1;4.0;0.5;0.2;0.2
"0184 Solna";"E85";..;..;..;..;..;..;..;4.4;4.1;3.2;..;..;..;..;..;..;..
"0184 Solna";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;0.0
"0184 Solna";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2.3;2.1
"0184 Solna";"eldningsolja nr 1";8.0;6.7;7.1;6.0;6.1;5.6;3.8;3.5;4.3;2.6;1.9;4.1;2.3;3.7;2.4;2.6;1.2
"0184 Solna";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";7.1;5.8;5.9;4.7;4.9;4.6;2.7;3.2;3.3;2.2;1.6;3.9;2.2;3.6;2.3;2.5;1.2
"0184 Solna";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.1;0.2;0.2;0.0;0.0;0.0;..;..;0.0;..
"0184 Solna";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.1;0.1;0.1;0.0;0.0;0.0;..;..;0.0;..
"0184 Solna";"Eldningsolja nr 2-5";2.5;1.1;1.7;1.4;1.5;1.5;0.3;..;..;..;..;..;..;..;..;0.0;..
"0184 Solna";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";1.3;1.1;1.7;1.4;0.7;0.6;0.3;..;..;..;..;..;..;..;..;0.0;..
"0184 Solna";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.2;0.3;0.3;0.0;0.0;0.0;..;..;0.0;..
"0184 Solna";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.1;0.2;0.3;0.0;0.0;0.0;..;..;0.0;..
"0186 Liding�";"motorbensin";14.5;14.0;14.0;13.7;13.4;14.5;15.0;14.8;11.4;10.7;9.9;9.5;9.1;8.8;9.0;9.0;8.8
"0186 Liding�";"dieselbr�nsle";6.1;6.6;7.4;7.5;8.0;8.9;4.8;5.1;5.0;5.8;6.6;6.6;7.2;7.6;8.5;9.5;9.9
"0186 Liding�";"etanol";..;..;..;..;..;..;..;..;..;..;0.7;0.5;0.3;0.3;..;0.1;0.1
"0186 Liding�";"E85";..;..;..;..;..;..;..;1.0;0.8;0.8;..;..;..;..;..;..;..
"0186 Liding�";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"0186 Liding�";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;0.1
"0186 Liding�";"eldningsolja nr 1";9.6;8.8;7.2;5.3;4.4;4.5;2.7;1.7;1.2;1.7;0.8;0.9;1.1;1.1;0.6;0.3;0.3
"0186 Liding�";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";9.5;8.6;6.9;5.2;4.3;4.5;2.7;1.5;1.0;1.4;0.7;0.6;0.6;0.4;0.6;0.3;0.3
"0186 Liding�";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0186 Liding�";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0186 Liding�";"Eldningsolja nr 2-5";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"0186 Liding�";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"0186 Liding�";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0186 Liding�";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0187 Vaxholm";"motorbensin";5.3;5.4;5.4;4.4;5.0;4.9;5.0;5.0;4.1;3.4;3.3;3.1;2.2;2.1;1.9;1.9;1.9
"0187 Vaxholm";"dieselbr�nsle";3.3;3.7;3.8;2.8;3.0;3.0;3.2;3.0;3.0;2.4;2.2;1.7;1.5;2.1;2.8;2.3;2.3
"0187 Vaxholm";"etanol";..;..;..;..;..;..;..;..;..;..;0.2;0.1;0.1;0.1;0.0;0.0;0.0
"0187 Vaxholm";"E85";..;..;..;..;..;..;..;0.2;0.1;0.1;..;..;..;..;..;..;..
"0187 Vaxholm";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"0187 Vaxholm";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;0.0
"0187 Vaxholm";"eldningsolja nr 1";5.8;5.9;4.5;3.6;3.2;2.8;3.6;2.3;3.2;2.5;2.3;2.1;1.2;0.9;0.3;1.0;1.0
"0187 Vaxholm";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";5.8;5.9;4.5;3.6;3.2;2.8;3.2;2.2;2.6;2.5;2.2;2.0;1.2;0.8;0.2;1.0;0.9
"0187 Vaxholm";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0187 Vaxholm";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0187 Vaxholm";"Eldningsolja nr 2-5";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"0187 Vaxholm";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"0187 Vaxholm";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0187 Vaxholm";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0188 Norrt�lje";"motorbensin";39.2;40.0;38.1;40.4;41.2;38.4;36.5;35.9;31.8;32.5;30.7;29.3;26.8;26.6;26.3;25.4;24.4
"0188 Norrt�lje";"dieselbr�nsle";18.1;19.0;18.9;20.9;20.6;21.4;24.1;30.1;29.4;30.0;32.7;34.2;36.4;35.8;37.5;39.0;39.7
"0188 Norrt�lje";"etanol";..;..;..;..;..;..;..;..;..;..;1.4;1.2;0.7;0.7;0.5;0.3;0.3
"0188 Norrt�lje";"E85";..;..;..;..;..;..;..;1.6;1.2;1.5;..;..;..;..;..;..;..
"0188 Norrt�lje";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2.9;0.2
"0188 Norrt�lje";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.7;4.2
"0188 Norrt�lje";"eldningsolja nr 1";9.4;8.2;10.8;8.4;7.1;6.5;5.5;5.1;3.7;4.4;3.1;3.6;2.8;2.4;1.7;1.9;1.6
"0188 Norrt�lje";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";9.2;7.9;10.5;8.2;6.8;5.9;4.9;4.2;3.2;4.1;2.8;3.2;2.2;1.7;1.4;1.7;1.3
"0188 Norrt�lje";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.0;0.0;0.4;6.3;1.2;1.5;0.1;..;0.0;..
"0188 Norrt�lje";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;5.3;0.0;0.0;..;..;0.0;..
"0188 Norrt�lje";"Eldningsolja nr 2-5";1.5;1.0;2.6;1.6;1.5;1.6;0.2;..;..;..;..;..;..;..;..;0.0;..
"0188 Norrt�lje";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";1.5;1.0;0.0;1.6;1.5;1.6;0.2;..;..;..;..;..;..;..;..;0.0;..
"0188 Norrt�lje";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.0;0.0;5.1;1.4;0.0;0.0;..;..;0.0;..
"0188 Norrt�lje";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0191 Sigtuna";"motorbensin";27.2;27.1;27.2;26.0;25.5;24.4;24.7;23.3;22.4;21.2;19.5;17.2;15.9;15.3;15.5;15.3;15.0
"0191 Sigtuna";"dieselbr�nsle";17.2;20.7;21.7;21.0;20.4;20.6;16.7;19.1;21.5;23.5;26.4;27.0;36.0;34.7;42.3;44.1;46.7
"0191 Sigtuna";"etanol";..;..;..;..;..;..;..;..;..;..;5.1;6.3;5.7;..;0.2;..;..
"0191 Sigtuna";"E85";..;..;..;..;..;..;..;2.4;1.6;1.9;..;..;..;..;..;..;..
"0191 Sigtuna";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.2;0.0
"0191 Sigtuna";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.2;2.6
"0191 Sigtuna";"eldningsolja nr 1";9.0;8.2;8.2;6.7;6.1;5.8;3.7;4.0;3.0;5.1;2.9;3.8;6.6;4.0;5.6;4.9;3.7
"0191 Sigtuna";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";6.3;6.0;5.8;5.5;4.8;4.6;3.5;3.0;2.7;4.5;2.4;3.5;5.3;3.3;4.5;4.4;3.0
"0191 Sigtuna";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0191 Sigtuna";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0191 Sigtuna";"Eldningsolja nr 2-5";1.8;0.0;0.0;0.9;0.9;1.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"0191 Sigtuna";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"0191 Sigtuna";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0191 Sigtuna";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0192 Nyn�shamn";"motorbensin";13.6;13.9;13.2;12.9;11.2;11.2;11.4;10.4;10.6;10.3;9.8;8.9;8.3;8.1;7.9;7.8;7.4
